Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-MMU-372708,"p130Cas linkage to MAPK signaling for integrins",1,15,0.0016165535079211122,0.14385430071447436,0.41086412699518293,1,3,3.8679731820526046E-4,10090,Mus musculus,"Q64010","Q64010","R-MMU-372697"
R-MMU-422085,"Synthesis, secretion, and deacylation of Ghrelin",1,15,0.0016165535079211122,0.14385430071447436,0.41086412699518293,1,7,9.025270758122744E-4,10090,Mus musculus,"P01326","P01326","R-MMU-422048"
R-MMU-9609523,"Insertion of tail-anchored proteins into the endoplasmic reticulum membrane",1,16,0.0017243237417825196,0.15268094039986335,0.41086412699518293,1,2,2.5786487880350697E-4,10090,Mus musculus,"P12023","P12023","R-MMU-9617595"
R-MMU-3000170,"Syndecan interactions",1,16,0.0017243237417825196,0.15268094039986335,0.41086412699518293,1,6,7.735946364105209E-4,10090,Mus musculus,"P29788","P29788","R-MMU-2731122"
R-MMU-193775,"Synthesis of bile acids and bile salts via 24-hydroxycholesterol",1,16,0.0017243237417825196,0.15268094039986335,0.41086412699518293,2,20,0.0025786487880350697,10090,Mus musculus,"Q4LDG0","Q4LDG0","R-MMU-193711;R-MMU-193766"
R-MMU-2172127,"DAP12 interactions",2,67,0.007220605668714301,0.15304893853837842,0.41086412699518293,10,26,0.0033522434244455906,10090,Mus musculus,"P97797;O89100","P97797;O89100","R-MMU-2424481;R-MMU-2396606;R-MMU-2424476;R-MMU-2424485;R-MMU-2424487;R-MMU-2396594;R-MMU-210274;R-MMU-2424486;R-MMU-2396561;R-MMU-2424484"
R-MMU-450513,"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",1,17,0.0018320939756439271,0.16141751796372117,0.41086412699518293,4,4,5.157297576070139E-4,10090,Mus musculus,"Q8BFY9","Q8BFY9","R-MMU-450463;R-MMU-450431;R-MMU-450400;R-MMU-450394"
R-MMU-5675482,"Regulation of necroptotic cell death",1,17,0.0018320939756439271,0.16141751796372117,0.41086412699518293,2,4,5.157297576070139E-4,10090,Mus musculus,"O35732","O35732","R-MMU-3465429;R-MMU-5675456"
R-MMU-2682334,"EPH-Ephrin signaling",2,70,0.007543916370298524,0.16389528793997843,0.41086412699518293,33,37,0.004770500257864879,10090,Mus musculus,"P29319;Q8CBF3","P29319;Q8CBF3","R-MMU-3928628;R-MMU-3928614;R-MMU-3928631;R-MMU-3928592;R-MMU-3928627;R-MMU-3928651;R-MMU-3928617;R-MMU-3928639;R-MMU-3928595;R-MMU-3928641;R-MMU-3928597;R-MMU-3928633;R-MMU-3928615;R-MMU-4093336;R-MMU-3928591;R-MMU-3928625;R-MMU-4093332;R-MMU-4093339;R-MMU-3928657;R-MMU-3928612;R-MMU-3928607;R-MMU-4093329;R-MMU-3928578;R-MMU-3928656;R-MMU-4093331;R-MMU-3928642;R-MMU-3928645;R-MMU-3928598;R-MMU-3928601;R-MMU-3928624;R-MMU-3928604;R-MMU-4093327;R-MMU-3928646"
R-MMU-3928664,"Ephrin signaling",1,18,0.0019398642095053346,0.17006494277451933,0.41086412699518293,8,8,0.0010314595152140279,10090,Mus musculus,"Q8CBF3","Q8CBF3","R-MMU-3928614;R-MMU-3928631;R-MMU-3928625;R-MMU-4093329;R-MMU-3928639;R-MMU-3928641;R-MMU-3928633;R-MMU-3928615"
R-MMU-209776,"Metabolism of amine-derived hormones",1,18,0.0019398642095053346,0.17006494277451933,0.41086412699518293,1,19,0.002449716348633316,10090,Mus musculus,"P24529","P24529","R-MMU-209823"
R-MMU-77595,"Processing of Intronless Pre-mRNAs",1,19,0.002047634443366742,0.1786241151154001,0.41086412699518293,3,5,6.446621970087674E-4,10090,Mus musculus,"Q8CCS6","Q8CCS6","R-MMU-77592;R-MMU-77593;R-MMU-77591"
R-MMU-5357769,"Caspase activation via extrinsic apoptotic signalling pathway",1,19,0.002047634443366742,0.1786241151154001,0.41086412699518293,7,12,0.0015471892728210418,10090,Mus musculus,"O35732","O35732","R-MMU-73945;R-MMU-3465459;R-MMU-141156;R-MMU-3371360;R-MMU-3465448;R-MMU-141159;R-MMU-3371359"
R-MMU-5218859,"Regulated Necrosis",1,19,0.002047634443366742,0.1786241151154001,0.41086412699518293,3,12,0.0015471892728210418,10090,Mus musculus,"O35732","O35732","R-MMU-3465429;R-MMU-5675456;R-MMU-5213462"
R-MMU-5213460,"RIPK1-mediated regulated necrosis",1,19,0.002047634443366742,0.1786241151154001,0.41086412699518293,3,12,0.0015471892728210418,10090,Mus musculus,"O35732","O35732","R-MMU-3465429;R-MMU-5675456;R-MMU-5213462"
R-MMU-202430,"Translocation of ZAP-70 to Immunological synapse",1,19,0.002047634443366742,0.1786241151154001,0.41086412699518293,1,4,5.157297576070139E-4,10090,Mus musculus,"P29352","P29352","R-MMU-8855381"
R-MMU-442660,"Na+/Cl- dependent neurotransmitter transporters",1,19,0.002047634443366742,0.1786241151154001,0.41086412699518293,1,14,0.0018050541516245488,10090,Mus musculus,"O55192","O55192","R-MMU-443997"
R-MMU-3928663,"EPHA-mediated growth cone collapse",1,20,0.0021554046772281495,0.18709592627401528,0.41086412699518293,1,1,1.2893243940175349E-4,10090,Mus musculus,"P29319","P29319","R-MMU-3928651"
R-MMU-70895,"Branched-chain amino acid catabolism",1,20,0.0021554046772281495,0.18709592627401528,0.41086412699518293,1,21,0.002707581227436823,10090,Mus musculus,"Q8QZT1","Q8QZT1","R-MMU-70844"
R-MMU-6806834,"Signaling by MET",2,78,0.008406078241189783,0.19342369779751833,0.41086412699518293,44,46,0.00593089221248066,10090,Mus musculus,"Q64010;Q08048","Q64010;Q08048","R-MMU-8875568;R-MMU-8851866;R-MMU-8851877;R-MMU-8874078;R-MMU-8851859;R-MMU-8875558;R-MMU-6807027;R-MMU-8851890;R-MMU-8875591;R-MMU-8852019;R-MMU-8875183;R-MMU-8851888;R-MMU-8875576;R-MMU-8875816;R-MMU-8875817;R-MMU-8851827;R-MMU-6806974;R-MMU-8875661;R-MMU-8875523;R-MMU-8851804;R-MMU-6807008;R-MMU-8875540;R-MMU-8851842;R-MMU-8874685;R-MMU-8875531;R-MMU-8865994;R-MMU-8874082;R-MMU-6806957;R-MMU-8874080;R-MMU-8875482;R-MMU-8851933;R-MMU-8851954;R-MMU-8874083;R-MMU-8875490;R-MMU-8875659;R-MMU-6800298;R-MMU-8851908;R-MMU-8851899;R-MMU-8874079;R-MMU-6800200;R-MMU-8851900;R-MMU-6800299;R-MMU-8875451;R-MMU-8851919"
R-MMU-166520,"Signaling by NTRKs",2,78,0.008406078241189783,0.19342369779751833,0.41086412699518293,4,46,0.00593089221248066,10090,Mus musculus,"Q64010;P23188","Q64010;P23188","R-MMU-169905;R-MMU-169895;R-MMU-187020;R-MMU-169904"
R-MMU-6798695,"Neutrophil degranulation",8,539,0.058088156051298634,0.194580465761235,0.41086412699518293,6,10,0.0012893243940175349,10090,Mus musculus,"A0A0A6YXN8;Q60854;Q64727;K7N6K7;A0A0A6YYP6;P97797;Q1AN91;Q1AN92","A0A0A6YXN8;Q60854;Q64727;K7N6K7;A0A0A6YYP6;P97797;Q1AN91;Q1AN92","R-MMU-6798747;R-MMU-6798748;R-MMU-6800426;R-MMU-6798749;R-MMU-6800434;R-MMU-6798743"
R-MMU-6807004,"Negative regulation of MET activity",1,21,0.0022631749110895573,0.1954812586314334,0.41086412699518293,7,9,0.0011603919546157814,10090,Mus musculus,"Q08048","Q08048","R-MMU-8875482;R-MMU-6807027;R-MMU-6807008;R-MMU-8875451;R-MMU-8874685;R-MMU-8875490;R-MMU-8875183"
R-MMU-912631,"Regulation of signaling by CBL",1,22,0.0023709451449509646,0.20378098575022974,0.41086412699518293,2,5,6.446621970087674E-4,10090,Mus musculus,"Q64010","Q64010","R-MMU-912790;R-MMU-912734"
R-MMU-202427,"Phosphorylation of CD3 and TCR zeta chains",1,22,0.0023709451449509646,0.20378098575022974,0.41086412699518293,2,7,9.025270758122744E-4,10090,Mus musculus,"P29352","P29352","R-MMU-8852200;R-MMU-8855375"
R-MMU-75876,"Synthesis of very long-chain fatty acyl-CoAs",1,22,0.0023709451449509646,0.20378098575022974,0.41086412699518293,1,10,0.0012893243940175349,10090,Mus musculus,"Q9QY80","Q9QY80","R-MMU-5676637"
R-MMU-4420097,"VEGFA-VEGFR2 Pathway",2,81,0.008729388942774006,0.20467447274202255,0.41086412699518293,4,67,0.008638473439917483,10090,Mus musculus,"P30999;Q64010","P30999;Q64010","R-MMU-5218839;R-MMU-5357477;R-MMU-5218822;R-MMU-5218811"
R-MMU-5632684,"Hedgehog 'on' state",2,82,0.008837159176635414,0.20844149231334275,0.41086412699518293,3,22,0.0028365136668385767,10090,Mus musculus,"O35226;Q7TN16","O35226;Q7TN16","R-MMU-5635868;R-MMU-5635854;R-MMU-445448"
R-MMU-912526,"Interleukin receptor SHC signaling",1,23,0.002478715378812372,0.21199597246162816,0.41086412699518293,6,6,7.735946364105209E-4,10090,Mus musculus,"P01587","P01587","R-MMU-453104;R-MMU-913424;R-MMU-913374;R-MMU-912527;R-MMU-453111;R-MMU-508247"
R-MMU-2173789,"TGF-beta receptor signaling activates SMADs",1,23,0.002478715378812372,0.21199597246162816,0.41086412699518293,1,26,0.0033522434244455906,10090,Mus musculus,"P23188","P23188","R-MMU-170844"
R-MMU-373076,"Class A/1 (Rhodopsin-like receptors)",5,309,0.03330100226317491,0.21637534304922157,0.41086412699518293,5,143,0.01843733883445075,10090,Mus musculus,"Q62401;P10601;Q8BMP4;P17515;P12023","Q62401;P10601;Q8BMP4;P17515;P12023","R-MMU-374248;R-MMU-391913;R-MMU-374207;R-MMU-443986;R-MMU-388863"
R-MMU-429947,"Deadenylation of mRNA",1,25,0.002694255846535187,0.22817514084772883,0.41086412699518293,4,4,5.157297576070139E-4,10090,Mus musculus,"P29341","P29341","R-MMU-429955;R-MMU-430021;R-MMU-429992;R-MMU-8941312"
R-MMU-191273,"Cholesterol biosynthesis",1,25,0.002694255846535187,0.22817514084772883,0.41086412699518293,2,32,0.0041258380608561115,10090,Mus musculus,"P53798","P53798","R-MMU-191405;R-MMU-191402"
R-MMU-500792,"GPCR ligand binding",6,398,0.04289255307684018,0.23035505527057454,0.41086412699518293,8,168,0.021660649819494584,10090,Mus musculus,"Q62401;Q8CIT0;P10601;Q8BMP4;P17515;P12023","Q62401;Q8CIT0;P10601;Q8BMP4;P17515;P12023","R-MMU-8937631;R-MMU-8937613;R-MMU-374248;R-MMU-420173;R-MMU-391913;R-MMU-374207;R-MMU-443986;R-MMU-388863"
R-MMU-194138,"Signaling by VEGF",2,89,0.009591550813665266,0.2349892949626632,0.41086412699518293,4,73,0.009412068076328004,10090,Mus musculus,"P30999;Q64010","P30999;Q64010","R-MMU-5218839;R-MMU-5357477;R-MMU-5218822;R-MMU-5218811"
R-MMU-77387,"Insulin receptor recycling",1,26,0.0028020260803965943,0.23614100930113346,0.41086412699518293,1,4,5.157297576070139E-4,10090,Mus musculus,"P01326","P01326","R-MMU-74726"
R-MMU-189445,"Metabolism of porphyrins",1,26,0.0028020260803965943,0.23614100930113346,0.41086412699518293,3,30,0.0038679731820526046,10090,Mus musculus,"P07724","P07724","R-MMU-9661425;R-MMU-9661432;R-MMU-9661419"
R-MMU-1483191,"Synthesis of PC",1,26,0.0028020260803965943,0.23614100930113346,0.41086412699518293,1,16,0.0020629190304280558,10090,Mus musculus,"O55229","O55229","R-MMU-1483004"
R-MMU-187687,"Signalling to ERKs",1,27,0.002909796314258002,0.2440255110730204,0.41086412699518293,3,16,0.0020629190304280558,10090,Mus musculus,"Q64010","Q64010","R-MMU-169905;R-MMU-169895;R-MMU-169904"
R-MMU-5218920,"VEGFR2 mediated vascular permeability",1,27,0.002909796314258002,0.2440255110730204,0.41086412699518293,1,15,0.0019339865910263023,10090,Mus musculus,"P30999","P30999","R-MMU-5357477"
R-MMU-211981,"Xenobiotics",1,27,0.002909796314258002,0.2440255110730204,0.41086412699518293,1,20,0.0025786487880350697,10090,Mus musculus,"P30561","P30561","R-MMU-76472"
R-MMU-354192,"Integrin signaling",1,27,0.002909796314258002,0.2440255110730204,0.41086412699518293,1,24,0.0030943785456420837,10090,Mus musculus,"Q64010","Q64010","R-MMU-372697"
R-MMU-9006934,"Signaling by Receptor Tyrosine Kinases",6,409,0.04407802564931566,0.2491070351643987,0.41086412699518293,69,516,0.0665291387313048,10090,Mus musculus,"P30999;P01326;Q64010;Q08048;P23188;O89100","P30999;P01326;Q64010;Q08048;P23188;O89100","R-MMU-8875568;R-MMU-8851866;R-MMU-8851877;R-MMU-8851859;R-MMU-8875558;R-MMU-382052;R-MMU-8851890;R-MMU-8875591;R-MMU-8875183;R-MMU-8851888;R-MMU-8875576;R-MMU-5218811;R-MMU-74726;R-MMU-186785;R-MMU-8851827;R-MMU-74718;R-MMU-5218839;R-MMU-8875523;R-MMU-8851804;R-MMU-1433501;R-MMU-8875540;R-MMU-8851842;R-MMU-8875531;R-MMU-8865994;R-MMU-74740;R-MMU-6806957;R-MMU-8851933;R-MMU-74743;R-MMU-8851954;R-MMU-74742;R-MMU-187020;R-MMU-8875659;R-MMU-8851908;R-MMU-8851899;R-MMU-8851900;R-MMU-8851919;R-MMU-8874078;R-MMU-74707;R-MMU-5218822;R-MMU-8865276;R-MMU-6807027;R-MMU-169904;R-MMU-8852019;R-MMU-8865275;R-MMU-8875816;R-MMU-8875817;R-MMU-6806974;R-MMU-8875661;R-MMU-169895;R-MMU-6807008;R-MMU-8874685;R-MMU-8874082;R-MMU-74716;R-MMU-8874080;R-MMU-8875482;R-MMU-8874083;R-MMU-8875490;R-MMU-74711;R-MMU-6800298;R-MMU-382056;R-MMU-110011;R-MMU-8874079;R-MMU-6800200;R-MMU-5357477;R-MMU-169905;R-MMU-74712;R-MMU-6800299;R-MMU-8875451;R-MMU-74715"
R-MMU-75067,"Processing of Capped Intronless Pre-mRNA",1,28,0.0030175665481194094,0.2518294686163348,0.41086412699518293,3,10,0.0012893243940175349,10090,Mus musculus,"Q8CCS6","Q8CCS6","R-MMU-77592;R-MMU-77593;R-MMU-77591"
R-MMU-1592230,"Mitochondrial biogenesis",1,28,0.0030175665481194094,0.2518294686163348,0.41086412699518293,1,5,6.446621970087674E-4,10090,Mus musculus,"Q9QXG4","Q9QXG4","R-MMU-5688289"
R-MMU-499943,"Interconversion of nucleotide di- and triphosphates",1,28,0.0030175665481194094,0.2518294686163348,0.41086412699518293,4,32,0.0041258380608561115,10090,Mus musculus,"Q9DBP5","Q9DBP5","R-MMU-110141;R-MMU-74220;R-MMU-75125;R-MMU-73548"
R-MMU-211976,"Endogenous sterols",1,28,0.0030175665481194094,0.2518294686163348,0.41086412699518293,1,18,0.0023207839092315627,10090,Mus musculus,"P30561","P30561","R-MMU-211951"
R-MMU-8978868,"Fatty acid metabolism",3,170,0.01832093975643927,0.25777056223896344,0.41086412699518293,9,170,0.021918514698298093,10090,Mus musculus,"P51660;Q9QY80;P47934","P51660;Q9QY80;P47934","R-MMU-390252;R-MMU-2066780;R-MMU-390251;R-MMU-390284;R-MMU-5676637;R-MMU-2066778;R-MMU-390291;R-MMU-389986;R-MMU-389995"
R-MMU-8874081,"MET activates PTK2 signaling",1,29,0.0031253367819808167,0.25955369615826107,0.41086412699518293,5,5,6.446621970087674E-4,10090,Mus musculus,"Q08048","Q08048","R-MMU-8874082;R-MMU-8874078;R-MMU-8874079;R-MMU-8874080;R-MMU-8874083"
R-MMU-202433,"Generation of second messenger molecules",1,29,0.0031253367819808167,0.25955369615826107,0.41086412699518293,7,14,0.0018050541516245488,10090,Mus musculus,"O89100","O89100","R-MMU-202248;R-MMU-202331;R-MMU-202216;R-MMU-202241;R-MMU-213407;R-MMU-202325;R-MMU-202375"
R-MMU-186763,"Downstream signal transduction",1,29,0.0031253367819808167,0.25955369615826107,0.41086412699518293,2,16,0.0020629190304280558,10090,Mus musculus,"Q64010","Q64010","R-MMU-382056;R-MMU-382052"
R-MMU-9020702,"Interleukin-1 signaling",2,96,0.010345942450695119,0.2617270503804706,0.41086412699518293,2,45,0.005801959773078907,10090,Mus musculus,"O35226;P12023","O35226;P12023","R-MMU-209061;R-MMU-168166"
R-MMU-71291,"Metabolism of amino acids and derivatives",4,251,0.027050328699213276,0.26208304609508337,0.41086412699518293,4,213,0.027462609592573493,10090,Mus musculus,"O35226;P24529;P29812;Q8QZT1","O35226;P24529;P29812;Q8QZT1","R-MMU-70844;R-MMU-353125;R-MMU-5662660;R-MMU-209823"
R-MMU-8964043,"Plasma lipoprotein clearance",1,30,0.0032331070158422245,0.2671989997815686,0.41086412699518293,1,28,0.0036101083032490976,10090,Mus musculus,"Q8BM54","Q8BM54","R-MMU-8854628"
R-MMU-445989,"TAK1 activates NFkB by phosphorylation and activation of IKKs complex",1,31,0.003340877249703632,0.2747661775052421,0.41086412699518293,1,5,6.446621970087674E-4,10090,Mus musculus,"P12023","P12023","R-MMU-168166"
R-MMU-168928,"DDX58/IFIH1-mediated induction of interferon-alpha/beta",1,31,0.003340877249703632,0.2747661775052421,0.41086412699518293,1,13,0.0016761217122227953,10090,Mus musculus,"P12023","P12023","R-MMU-168166"
R-MMU-109581,"Apoptosis",2,100,0.010777023386140748,0.27703075147137657,0.41086412699518293,9,108,0.013924703455389376,10090,Mus musculus,"O35732;P28661","O35732;P28661","R-MMU-73945;R-MMU-3465459;R-MMU-141156;R-MMU-3371360;R-MMU-3465448;R-MMU-141159;R-MMU-3371359;R-MMU-6805811;R-MMU-9627369"
R-MMU-449147,"Signaling by Interleukins",4,259,0.027912490570104538,0.2803942218201716,0.41086412699518293,22,323,0.04164517792676638,10090,Mus musculus,"O35226;Q64010;P01587;P12023","O35226;Q64010;P01587;P12023","R-MMU-913424;R-MMU-913374;R-MMU-912734;R-MMU-879934;R-MMU-921155;R-MMU-168166;R-MMU-914036;R-MMU-913451;R-MMU-879930;R-MMU-453104;R-MMU-912757;R-MMU-879910;R-MMU-912790;R-MMU-879909;R-MMU-879942;R-MMU-914182;R-MMU-209061;R-MMU-909738;R-MMU-879907;R-MMU-912527;R-MMU-453111;R-MMU-508247"
R-MMU-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",2,101,0.010884793620002156,0.2808553624569733,0.41086412699518293,2,7,9.025270758122744E-4,10090,Mus musculus,"P01326;Q08048","P01326;Q08048","R-MMU-8857925;R-MMU-2316434"
R-MMU-5689896,"Ovarian tumor domain proteases",1,32,0.003448647483565039,0.2822560193642747,0.41086412699518293,1,13,0.0016761217122227953,10090,Mus musculus,"Q9WUU8","Q9WUU8","R-MMU-5690845"
R-MMU-168249,"Innate Immune System",13,1049,0.11305097532061645,0.287547221118047,0.41086412699518293,33,430,0.055440948942754,10090,Mus musculus,"A0A0A6YXN8;Q60854;Q64727;A0A0A6YYP6;K7N6K7;P97797;Q64010;Q1AN91;P12023;Q1AN92;O35226;P29788;O89100","A0A0A6YXN8;Q60854;Q64727;A0A0A6YYP6;K7N6K7;P97797;Q64010;Q1AN91;P12023;Q1AN92;O35226;P29788;O89100","R-MMU-6798747;R-MMU-2424487;R-MMU-2730858;R-MMU-2730840;R-MMU-2530429;R-MMU-2396606;R-MMU-2197697;R-MMU-2424485;R-MMU-2396594;R-MMU-2730892;R-MMU-2730851;R-MMU-2730856;R-MMU-210274;R-MMU-2424486;R-MMU-2029467;R-MMU-2424481;R-MMU-2730847;R-MMU-5607731;R-MMU-879411;R-MMU-6798748;R-MMU-6800426;R-MMU-168166;R-MMU-2730833;R-MMU-2730889;R-MMU-2396561;R-MMU-6798743;R-MMU-2424484;R-MMU-2530453;R-MMU-2424476;R-MMU-2730841;R-MMU-5607724;R-MMU-6798749;R-MMU-6800434"
R-MMU-5694530,"Cargo concentration in the ER",1,33,0.003556417717426447,0.2896693074887259,0.41086412699518293,2,12,0.0015471892728210418,10090,Mus musculus,"Q06194","Q06194","R-MMU-5694522;R-MMU-5694431"
R-MMU-418990,"Adherens junctions interactions",1,33,0.003556417717426447,0.2896693074887259,0.41086412699518293,1,15,0.0019339865910263023,10090,Mus musculus,"P30999","P30999","R-MMU-419002"
R-MMU-4085001,"Sialic acid metabolism",1,33,0.003556417717426447,0.2896693074887259,0.41086412699518293,1,16,0.0020629190304280558,10090,Mus musculus,"Q8BN82","Q8BN82","R-MMU-428585"
R-MMU-75105,"Fatty acyl-CoA biosynthesis",1,33,0.003556417717426447,0.2896693074887259,0.41086412699518293,1,19,0.002449716348633316,10090,Mus musculus,"Q9QY80","Q9QY80","R-MMU-5676637"
R-MMU-432720,"Lysosome Vesicle Biogenesis",1,34,0.0036641879512878542,0.2970068161819288,0.41086412699518293,2,8,0.0010314595152140279,10090,Mus musculus,"P12023","P12023","R-MMU-5229111;R-MMU-5229132"
R-MMU-389356,"CD28 co-stimulation",1,34,0.0036641879512878542,0.2970068161819288,0.41086412699518293,1,19,0.002449716348633316,10090,Mus musculus,"O89100","O89100","R-MMU-389381"
R-MMU-5673001,"RAF/MAP kinase cascade",4,268,0.028882422674857203,0.3012355920022982,0.41086412699518293,10,73,0.009412068076328004,10090,Mus musculus,"O35226;Q64727;Q08048;P01587","O35226;Q64727;Q08048;P01587","R-MMU-5672978;R-MMU-9657608;R-MMU-5672965;R-MMU-9657603;R-MMU-9657606;R-MMU-5672973;R-MMU-9657599;R-MMU-5672972;R-MMU-5658430;R-MMU-5672980"
R-MMU-5357801,"Programmed Cell Death",2,107,0.0115314150231706,0.30376281513523795,0.41086412699518293,12,120,0.015471892728210418,10090,Mus musculus,"O35732;P28661","O35732;P28661","R-MMU-73945;R-MMU-3465459;R-MMU-141156;R-MMU-3371360;R-MMU-3465429;R-MMU-3465448;R-MMU-141159;R-MMU-3371359;R-MMU-5675456;R-MMU-5213462;R-MMU-6805811;R-MMU-9627369"
R-MMU-199418,"Negative regulation of the PI3K/AKT network",2,108,0.011639185257032008,0.3075706997199892,0.41086412699518293,2,10,0.0012893243940175349,10090,Mus musculus,"P01326;Q08048","P01326;Q08048","R-MMU-8857925;R-MMU-2316434"
R-MMU-446652,"Interleukin-1 family signaling",2,109,0.011746955490893416,0.31137481521777954,0.41086412699518293,2,58,0.007478081485301702,10090,Mus musculus,"O35226;P12023","O35226;P12023","R-MMU-209061;R-MMU-168166"
R-MMU-2129379,"Molecules associated with elastic fibres",1,36,0.0038797284190106693,0.3114575538185964,0.41086412699518293,1,9,0.0011603919546157814,10090,Mus musculus,"P29788","P29788","R-MMU-2161282"
R-MMU-109606,"Intrinsic Pathway for Apoptosis",1,36,0.0038797284190106693,0.3114575538185964,0.41086412699518293,2,43,0.0055440948942754,10090,Mus musculus,"P28661","P28661","R-MMU-6805811;R-MMU-9627369"
R-MMU-5684996,"MAPK1/MAPK3 signaling",4,274,0.02952904407802565,0.3152374155190223,0.41086412699518293,10,80,0.010314595152140279,10090,Mus musculus,"O35226;Q64727;Q08048;P01587","O35226;Q64727;Q08048;P01587","R-MMU-5672978;R-MMU-9657608;R-MMU-5672965;R-MMU-9657603;R-MMU-9657606;R-MMU-5672973;R-MMU-9657599;R-MMU-5672972;R-MMU-5658430;R-MMU-5672980"
R-MMU-76009,"Platelet Aggregation (Plug Formation)",1,37,0.003987498652872077,0.3185722929288338,0.41086412699518293,1,26,0.0033522434244455906,10090,Mus musculus,"Q64010","Q64010","R-MMU-372697"
R-MMU-451927,"Interleukin-2 family signaling",1,38,0.004095268886733484,0.32561427309256297,0.41086412699518293,6,48,0.006188757091284167,10090,Mus musculus,"P01587","P01587","R-MMU-453104;R-MMU-913424;R-MMU-913374;R-MMU-912527;R-MMU-453111;R-MMU-508247"
R-MMU-3000171,"Non-integrin membrane-ECM interactions",1,38,0.004095268886733484,0.32561427309256297,0.41086412699518293,1,9,0.0011603919546157814,10090,Mus musculus,"P29788","P29788","R-MMU-2731122"
R-MMU-211945,"Phase I - Functionalization of compounds",2,113,0.012178036426339045,0.3265472225220907,0.41086412699518293,8,94,0.012119649303764827,10090,Mus musculus,"P30561;Q9QXG4","P30561;Q9QXG4","R-MMU-5692283;R-MMU-8937177;R-MMU-211951;R-MMU-8937169;R-MMU-8936849;R-MMU-71735;R-MMU-8937191;R-MMU-76472"
R-MMU-9607240,"FLT3 Signaling",4,279,0.030067895247332686,0.32695361901845166,0.41086412699518293,10,82,0.010572460030943786,10090,Mus musculus,"O35226;Q64727;Q08048;P01587","O35226;Q64727;Q08048;P01587","R-MMU-5672978;R-MMU-9657608;R-MMU-5672965;R-MMU-9657603;R-MMU-9657606;R-MMU-5672973;R-MMU-9657599;R-MMU-5672972;R-MMU-5658430;R-MMU-5672980"
R-MMU-3928662,"EPHB-mediated forward signaling",1,39,0.004203039120594891,0.3325842306268506,0.41086412699518293,12,16,0.0020629190304280558,10090,Mus musculus,"Q8CBF3","Q8CBF3","R-MMU-4093336;R-MMU-3928612;R-MMU-3928645;R-MMU-3928598;R-MMU-3928592;R-MMU-4093332;R-MMU-3928627;R-MMU-3928601;R-MMU-4093339;R-MMU-3928617;R-MMU-3928595;R-MMU-4093331"
R-MMU-8957275,"Post-translational protein phosphorylation",2,116,0.012501347127923267,0.33787178627564574,0.41086412699518293,1,1,1.2893243940175349E-4,10090,Mus musculus,"P07724;P12023","P07724;P12023","R-MMU-8952289"
R-MMU-5674135,"MAP2K and MAPK activation",1,40,0.004310809354456299,0.33948289447574,0.41086412699518293,8,12,0.0015471892728210418,10090,Mus musculus,"Q64727","Q64727","R-MMU-5672978;R-MMU-9657608;R-MMU-9657603;R-MMU-9657606;R-MMU-5672973;R-MMU-9657599;R-MMU-5672972;R-MMU-5672980"
R-MMU-425397,"Transport of vitamins, nucleosides, and related molecules",1,40,0.004310809354456299,0.33948289447574,0.41086412699518293,3,39,0.005028365136668386,10090,Mus musculus,"P07724","P07724","R-MMU-194083;R-MMU-194130;R-MMU-194079"
R-MMU-421270,"Cell-cell junction organization",1,41,0.004418579588317707,0.34631098628332124,0.41086412699518293,1,18,0.0023207839092315627,10090,Mus musculus,"P30999","P30999","R-MMU-419002"
R-MMU-1483206,"Glycerophospholipid biosynthesis",2,119,0.01282465782950749,0.3491408746267286,0.41086412699518293,3,116,0.014956162970603403,10090,Mus musculus,"O55229;Q8VEB4","O55229;Q8VEB4","R-MMU-8952251;R-MMU-1483004;R-MMU-1483222"
R-MMU-157118,"Signaling by NOTCH",1,42,0.0045263498221791145,0.3530692204660161,0.41086412699518293,2,21,0.002707581227436823,10090,Mus musculus,"P23188","P23188","R-MMU-1912372;R-MMU-1912369"
R-MMU-1433557,"Signaling by SCF-KIT",1,42,0.0045263498221791145,0.3530692204660161,0.41086412699518293,1,36,0.0046415678184631255,10090,Mus musculus,"O89100","O89100","R-MMU-1433501"
R-MMU-381426,"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",2,122,0.013147968531091712,0.36034733533839125,0.41086412699518293,1,6,7.735946364105209E-4,10090,Mus musculus,"P07724;P12023","P07724;P12023","R-MMU-8952289"
R-MMU-5683057,"MAPK family signaling cascades",4,299,0.032223299924560835,0.3740176026149229,0.41086412699518293,11,107,0.013795771015987623,10090,Mus musculus,"O35226;Q64727;Q08048;P01587","O35226;Q64727;Q08048;P01587","R-MMU-5672978;R-MMU-9657608;R-MMU-5672965;R-MMU-9657603;R-MMU-9657606;R-MMU-5672973;R-MMU-5687112;R-MMU-9657599;R-MMU-5672972;R-MMU-5658430;R-MMU-5672980"
R-MMU-1236978,"Cross-presentation of soluble exogenous antigens (endosomes)",1,48,0.005172971225347559,0.3921907299771814,0.41086412699518293,1,4,5.157297576070139E-4,10090,Mus musculus,"O35226","O35226","R-MMU-1236970"
